,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
788,687.6345,FDQ22,OUT035
789,1801.6263,FDY01,OUT045
790,2920.3474,FDS08,OUT017
791,3313.614,FDG28,OUT018
792,592.50433,FDQ51,OUT018
793,4306.0376,FDB05,OUT017
794,1938.7133,FDO56,OUT049
795,1302.6866,FDE02,OUT018
796,3813.8174,FDN45,OUT017
797,793.05817,FDS09,OUT013
798,2722.2046,NCA54,OUT018
799,524.6951,FDP09,OUT010
800,1547.118,FDC53,OUT045
801,3248.437,NCM55,OUT017
802,2475.9028,FDL09,OUT018
803,252.04893,FDA11,OUT019
804,1478.2087,FDA50,OUT045
805,3057.1768,FDC23,OUT017
806,2657.0679,FDE22,OUT049
807,3116.6404,FDD23,OUT046
808,2937.8347,NCA29,OUT049
809,2425.4075,FDK38,OUT046
810,2024.8302,DRC13,OUT046
811,2948.223,NCP43,OUT049
812,1615.4269,FDX28,OUT049
813,1449.5145,FDF08,OUT049
814,2427.2295,FDZ33,OUT046
815,2892.1335,FDD10,OUT049
816,2751.515,FDO58,OUT017
817,4020.2593,FDI50,OUT017
818,2591.6755,FDO58,OUT045
819,3036.4458,FDX08,OUT013
820,19.633247,NCK17,OUT010
821,4317.956,FDF39,OUT035
822,291.89374,FDU45,OUT010
823,1681.6324,NCJ18,OUT018
824,498.2355,DRC27,OUT019
825,1355.5388,DRC25,OUT035
826,2549.3347,FDU59,OUT035
827,3367.566,FDU28,OUT035
828,616.58203,NCP30,OUT046
829,695.16656,FDB39,OUT018
830,1366.0508,FDE41,OUT013
831,131.11504,DRH11,OUT010
832,3807.8862,FDA58,OUT045
833,1789.3667,FDU50,OUT046
834,2086.4487,FDM34,OUT013
835,2677.8052,FDM44,OUT027
836,3047.2688,FDR39,OUT045
837,2820.088,FDM25,OUT045
838,2525.5579,FDQ49,OUT049
839,693.0961,DRH25,OUT018
840,4615.1685,FDM09,OUT027
841,426.53305,FDL44,OUT019
842,410.05734,NCR42,OUT018
843,836.5257,DRL59,OUT046
844,2633.8877,FDX43,OUT013
845,517.87006,DRK47,OUT010
846,1795.9221,FDU48,OUT018
847,753.5213,FDY12,OUT045
848,1790.308,NCN43,OUT018
849,2834.8848,NCM55,OUT018
850,3306.1418,FDQ21,OUT027
851,4194.7104,FDX13,OUT035
852,6052.177,NCK30,OUT027
853,2901.9587,FDG20,OUT049
854,706.8176,DRG27,OUT017
855,4112.3315,FDY14,OUT018
856,1597.815,FDP59,OUT035
857,2941.2266,FDU60,OUT017
858,467.99695,NCC18,OUT019
859,3686.1157,DRJ39,OUT017
860,1934.9097,FDS07,OUT049
861,5725.9976,FDM08,OUT027
862,1984.6425,FDP51,OUT045
863,1356.2836,FDU16,OUT035
864,1663.3164,FDH12,OUT013
865,518.25287,DRE48,OUT010
866,6173.1465,NCL42,OUT027
867,2833.5144,FDR21,OUT045
868,2194.7195,NCW29,OUT035
869,4207.3105,FDO11,OUT013
870,2154.198,NCM31,OUT049
871,372.6379,FDV35,OUT019
872,1054.616,FDF58,OUT017
873,2745.7593,NCE43,OUT049
874,2575.5444,FDA02,OUT035
875,45.287064,DRL37,OUT010
876,1242.3339,FDR24,OUT018
877,1362.1904,FDW59,OUT049
878,761.5117,FDS22,OUT049
879,839.23126,FDW24,OUT017
880,1531.7825,FDU24,OUT035
881,5273.848,FDA21,OUT027
882,3047.106,FDH58,OUT027
883,1397.7474,FDW36,OUT018
884,4736.825,FDI45,OUT027
885,2938.3625,FDU01,OUT018
886,2727.2722,FDF35,OUT027
887,597.91327,FDU43,OUT019
888,311.55988,FDE24,OUT019
889,2668.651,FDK50,OUT049
890,1034.2518,FDG31,OUT045
891,1390.212,FDC60,OUT045
892,1422.5919,FDL36,OUT013
893,3170.5022,FDP21,OUT013
894,1422.8713,FDW16,OUT045
895,3893.2188,FDX02,OUT017
896,3813.221,FDQ58,OUT027
897,1627.3423,FDT51,OUT046
898,1345.1101,FDD59,OUT049
899,1407.8174,NCM42,OUT018
900,460.0441,FDA57,OUT018
901,1927.5801,FDZ48,OUT035
902,2429.7869,FDE46,OUT045
903,332.20172,NCZ30,OUT019
904,3217.2844,FDB56,OUT017
905,2679.9807,FDA25,OUT027
906,2089.7502,FDD20,OUT013
907,1535.8999,FDL25,OUT013
908,2930.8718,NCO18,OUT049
909,691.07733,FDJ45,OUT017
910,2811.541,FDR12,OUT035
911,89.46651,NCF19,OUT010
912,2667.5066,FDK25,OUT046
913,1866.8391,NCR17,OUT046
914,2425.4573,FDC52,OUT046
915,3126.352,NCA54,OUT017
916,592.3133,FDR45,OUT010
917,1952.9397,NCM19,OUT049
918,5785.3115,FDF39,OUT027
919,1541.9869,FDX23,OUT049
920,2652.0647,FDD58,OUT027
921,1649.8348,FDX28,OUT013
922,2680.7485,NCD31,OUT013
923,2183.2808,FDU57,OUT018
924,759.04456,FDI27,OUT046
925,1608.1962,NCM42,OUT046
926,2253.43,FDD32,OUT027
927,3881.4534,FDI34,OUT013
928,2126.7378,NCM29,OUT049
929,1601.8434,FDG46,OUT018
930,82.017654,DRC01,OUT010
931,5853.9434,FDB15,OUT027
932,3801.6433,NCA17,OUT027
933,2464.568,FDF10,OUT046
934,4709.5254,FDR26,OUT027
935,1891.1451,FDI02,OUT049
936,325.21146,NCM54,OUT010
937,2492.4165,FDF14,OUT013
938,292.72043,FDJ33,OUT010
939,4015.8286,FDM20,OUT035
940,5275.784,FDC03,OUT027
941,1870.0901,NCX05,OUT046
942,2589.5579,NCM41,OUT027
943,353.9331,NCU29,OUT010
944,1370.4928,FDQ59,OUT017
945,290.18964,FDH46,OUT010
946,783.3434,FDH09,OUT013
947,739.8951,NCD06,OUT045
948,2444.489,FDC15,OUT035
949,1193.5729,DRD37,OUT027
950,3751.145,FDT28,OUT027
951,4099.7935,FDR28,OUT027
952,1383.2255,FDT38,OUT017
953,2004.6472,FDV34,OUT027
954,1070.5619,FDY52,OUT035
955,1363.939,FDB34,OUT013
956,1417.8608,DRL23,OUT018
957,2446.628,DRB24,OUT046
958,858.3768,FDJ50,OUT046
959,2563.7563,FDQ49,OUT035
960,2091.3098,FDP20,OUT035
961,4100.3223,FDV19,OUT027
962,3105.5244,NCR54,OUT045
963,696.63306,FDO09,OUT010
964,1903.1372,FDS57,OUT018
965,1911.754,FDN10,OUT049
966,2074.726,FDV23,OUT049
967,3533.9148,FDY28,OUT049
968,2680.7485,DRG51,OUT013
969,252.78252,FDD45,OUT019
970,5287.22,NCL18,OUT027
971,2106.1428,NCM29,OUT013
972,5353.063,FDF17,OUT027
973,2707.2964,FDE22,OUT017
974,687.6345,FDQ22,OUT017
975,2941.2078,FDS01,OUT013
976,1086.4766,FDW35,OUT027
977,2007.3903,FDJ33,OUT046
978,2936.7244,NCF54,OUT035
979,1677.2682,FDE09,OUT013
980,2482.559,NCE06,OUT045
981,1296.3501,DRH49,OUT049
982,2687.8352,FDY43,OUT045
983,4234.0894,NCT05,OUT017
984,3075.9963,FDZ34,OUT045
985,1434.6903,FDL38,OUT017
986,3207.9688,FDZ31,OUT017
987,882.28955,FDR14,OUT035
988,1295.8538,NCN54,OUT049
989,3356.6,NCC42,OUT027
990,1639.3046,FDK08,OUT017
991,1581.7092,FDP59,OUT013
992,2731.733,FDV22,OUT035
993,3884.086,FDD33,OUT035
994,6134.5376,DRE60,OUT027
995,3639.2502,FDK52,OUT046
996,2575.5444,FDA02,OUT017
997,1686.7471,FDM56,OUT049
998,2230.6685,FDE57,OUT035
999,1342.3717,FDM32,OUT045
1000,3231.0305,NCQ30,OUT027
1001,2757.369,FDQ27,OUT027
1002,3244.066,FDT60,OUT027
1003,3896.196,FDU43,OUT049
1004,1678.3748,NCO55,OUT035
1005,3083.7158,FDG02,OUT045
1006,3220.6682,FDJ28,OUT013
1007,1785.1588,FDP40,OUT045
1008,3163.418,FDJ38,OUT045
1009,3953.2998,NCC54,OUT017
1010,1993.1964,NCZ41,OUT046
1011,404.9342,FDK38,OUT019
1012,2465.5178,FDU52,OUT013
1013,1183.7427,FDC40,OUT046
1014,1154.549,NCR30,OUT017
1015,1857.5931,NCN18,OUT017
1016,1326.1196,FDB50,OUT035
1017,3204.3247,FDG04,OUT013
1018,2792.7869,FDR26,OUT035
1019,2889.5623,NCT17,OUT018
1020,5842.5327,FDX35,OUT027
1021,2035.7417,FDS12,OUT046
1022,3267.2598,NCZ29,OUT027
1023,383.49307,FDB38,OUT010
1024,650.2522,FDP12,OUT013
1025,786.38806,FDP22,OUT046
1026,4114.9033,FDS26,OUT018
1027,3130.042,FDR52,OUT046
1028,2584.2368,DRJ13,OUT046
1029,3335.148,FDU48,OUT027
1030,996.8004,FDE29,OUT035
1031,2072.0964,NCT29,OUT049
1032,3248.1787,DRK37,OUT018
1033,1286.8378,FDK55,OUT046
1034,1447.3358,FDR07,OUT046
1035,5718.978,FDO21,OUT027
1036,4549.312,FDK46,OUT049
1037,1605.6971,FDB12,OUT045
1038,5066.213,FDT31,OUT027
1039,1993.5669,FDJ33,OUT045
1040,2894.934,FDC26,OUT027
1041,3121.7493,NCQ02,OUT045
1042,414.5955,FDP08,OUT010
1043,5704.9653,FDB11,OUT027
1044,2474.7273,FDV55,OUT013
1045,2034.8745,FDW20,OUT049
1046,305.9879,NCJ18,OUT019
1047,1024.1959,FDC41,OUT018
1048,2682.407,FDE14,OUT027
1049,2689.4849,FDG35,OUT013
1050,939.40356,FDF45,OUT035
1051,2237.929,FDS19,OUT027
1052,480.96423,FDS58,OUT019
1053,3618.3738,FDA26,OUT017
1054,1353.6135,FDM32,OUT049
1055,2076.3408,FDL45,OUT046
1056,2635.5613,FDZ55,OUT049
1057,2205.4397,FDY37,OUT049
1058,3092.722,FDO46,OUT046
1059,1952.912,FDQ60,OUT046
1060,1792.7523,FDA19,OUT018
1061,2441.7693,FDL15,OUT046
1062,2961.36,FDM10,OUT018
1063,730.0874,NCL05,OUT017
1064,31.58909,DRK49,OUT010
1065,6137.668,NCE18,OUT027
1066,665.86835,FDG40,OUT049
1067,3757.938,DRI59,OUT045
1068,4155.415,FDK28,OUT035
1069,129.2226,NCD06,OUT019
1070,778.3631,FDO11,OUT019
1071,1866.6738,FDK27,OUT046
1072,1343.4575,FDT43,OUT027
1073,1453.6925,FDD38,OUT018
1074,3571.3333,FDA16,OUT049
1075,3802.1245,FDL14,OUT027
1076,714.9612,NCM17,OUT049
1077,2029.2501,FDD20,OUT045
1078,1353.5985,FDA40,OUT045
1079,1260.1732,FDL43,OUT045
1080,1619.04,FDV15,OUT045
1081,1408.6274,FDE52,OUT046
1082,277.1032,NCL17,OUT010
1083,3648.005,NCJ31,OUT045
1084,1259.0422,FDR60,OUT045
1085,1937.509,NCA18,OUT035
1086,1851.7119,FDS21,OUT027
1087,1374.6412,FDW09,OUT035
1088,2580.1838,FDL26,OUT035
1089,1299.0712,FDS47,OUT018
1090,3460.971,FDC39,OUT046
1091,1717.1371,FDT51,OUT035
1092,4011.0522,FDK40,OUT035
1093,3758.4126,NCG19,OUT045
1094,953.1646,FDZ07,OUT046
1095,2480.3105,FDF08,OUT027
1096,844.9198,FDO04,OUT013
1097,1182.2217,FDK41,OUT018
1098,4193.5083,FDP15,OUT049
1099,1423.9829,NCD43,OUT018
1100,2509.411,NCP18,OUT013
1101,1507.1932,FDZ51,OUT046
1102,1675.9723,DRH13,OUT035
1103,581.4523,FDF38,OUT045
1104,725.6317,NCI43,OUT045
1105,1738.6125,FDM38,OUT027
1106,1080.0253,FDS03,OUT013
1107,2904.4397,DRJ47,OUT017
1108,246.89728,FDT50,OUT010
1109,2836.069,FDV02,OUT046
1110,1793.2322,NCG18,OUT017
1111,2691.241,FDW52,OUT046
1112,715.2244,FDS40,OUT035
1113,3201.2798,FDN31,OUT017
1114,1993.5669,FDA37,OUT045
1115,4097.4883,FDA15,OUT046
1116,2949.7244,FDL39,OUT046
1117,1988.3969,FDJ53,OUT045
1118,3534.1533,FDX22,OUT013
1119,3874.3828,NCZ42,OUT045
1120,4610.202,FDD56,OUT027
1121,3235.795,FDD40,OUT017
1122,3660.3696,FDS50,OUT013
1123,3133.256,NCN14,OUT013
1124,3168.8672,FDT15,OUT013
1125,2712.7063,NCS18,OUT027
1126,301.76324,NCO26,OUT010
1127,797.1099,FDF58,OUT018
1128,1360.3787,NCB19,OUT013
1129,2199.9802,FDH26,OUT017
1130,3813.221,DRB24,OUT027
1131,1132.9855,FDA49,OUT018
1132,1503.5419,FDB32,OUT045
1133,3398.536,FDI36,OUT017
1134,347.33984,NCA17,OUT010
1135,2027.5804,FDH22,OUT013
1136,2139.686,NCM26,OUT018
1137,5179.5527,FDT15,OUT027
1138,1148.7993,FDB16,OUT018
1139,3302.5552,NCP54,OUT027
1140,1672.5034,FDJ36,OUT013
1141,1861.7861,FDO28,OUT045
1142,876.1413,FDU09,OUT013
1143,2167.997,FDF29,OUT017
1144,2137.196,FDY08,OUT013
1145,359.6141,DRJ59,OUT018
1146,2224.52,FDT23,OUT027
1147,406.9239,FDU15,OUT018
1148,1662.9211,FDT47,OUT013
1149,575.37885,FDI53,OUT019
1150,3572.7573,FDR59,OUT018
1151,728.6257,FDD53,OUT035
1152,3629.647,FDY51,OUT017
1153,699.6004,FDT04,OUT049
1154,2825.3853,FDU51,OUT049
1155,2537.2053,FDG14,OUT035
1156,3905.9517,NCU06,OUT045
1157,3136.336,DRG25,OUT046
1158,1367.0564,DRH49,OUT035
1159,2220.894,FDN15,OUT035
1160,1022.4374,FDL43,OUT018
1161,3247.0957,NCT18,OUT049
1162,4167.5386,NCB31,OUT013
1163,1928.3696,FDK57,OUT035
1164,410.9655,FDY04,OUT019
1165,2031.7535,NCP54,OUT046
1166,3955.2517,FDF41,OUT013
1167,1681.7369,FDM01,OUT045
1168,1643.0226,FDW03,OUT045
1169,2058.9922,FDF28,OUT045
1170,2256.8247,FDY37,OUT017
1171,3998.515,FDQ03,OUT017
1172,3165.7412,FDP51,OUT027
1173,1837.1277,FDJ40,OUT017
1174,1509.0986,FDC32,OUT049
1175,2192.1055,DRI49,OUT027
1176,915.4581,NCW54,OUT017
1177,694.5902,FDF09,OUT017
1178,3534.638,FDP45,OUT018
1179,2890.8792,DRJ23,OUT018
1180,1842.5544,FDS59,OUT017
1181,2069.4263,FDY08,OUT046
1182,2487.589,FDX16,OUT049
1183,2849.4207,FDY16,OUT018
1184,2736.2,FDK32,OUT035
1185,671.9281,FDQ22,OUT013
1186,2129.6309,NCC31,OUT018
1187,2516.3975,FDG58,OUT049
1188,3081.157,DRF48,OUT013
1189,1180.7133,DRH36,OUT049
1190,1154.549,NCR30,OUT035
1191,595.22485,FDB03,OUT019
1192,3316.933,FDZ28,OUT027
1193,3286.6868,FDR35,OUT017
1194,6160.161,DRD15,OUT027
1195,327.1771,FDJ33,OUT019
1196,287.3888,FDA56,OUT010
1197,747.10925,FDP56,OUT046
1198,777.92487,NCT30,OUT046
1199,1683.6033,FDK15,OUT017
1200,2274.416,FDH44,OUT018
1201,2471.3179,FDV01,OUT013
1202,2561.7915,DRG03,OUT017
1203,2485.4158,FDG50,OUT027
1204,642.5676,FDR16,OUT010
1205,1573.5354,FDZ60,OUT046
1206,2442.0505,DRG03,OUT045
1207,3652.6663,FDS56,OUT018
1208,748.18066,FDU33,OUT045
1209,1716.954,DRD27,OUT035
1210,3847.7007,FDW22,OUT046
1211,2603.6108,DRA24,OUT045
1212,655.2142,FDF38,OUT049
1213,2530.166,FDX48,OUT013
1214,2295.616,FDS58,OUT018
1215,1441.8265,FDC32,OUT046
1216,3933.971,NCQ29,OUT045
1217,1109.5084,DRK39,OUT018
1218,1904.5156,NCS38,OUT017
1219,1853.5305,DRO47,OUT013
1220,1082.6085,DRG27,OUT027
1221,5428.2354,FDC57,OUT027
1222,2450.8152,FDS55,OUT046
1223,1730.3574,NCJ06,OUT018
1224,394.09354,FDO01,OUT019
1225,3113.0293,NCM55,OUT045
1226,2485.3958,FDC52,OUT049
1227,1219.7532,FDQ15,OUT045
1228,1368.1418,NCT30,OUT027
1229,1050.1711,NCR42,OUT027
1230,973.67993,FDD28,OUT035
1231,1673.7871,FDQ34,OUT049
1232,3337.95,FDZ12,OUT027
1233,265.0836,DRE13,OUT019
1234,331.3213,NCN07,OUT019
1235,3079.1003,FDM28,OUT035
1236,2866.7087,FDI10,OUT017
1237,2743.486,FDQ25,OUT013
1238,490.8345,FDA38,OUT010
1239,3606.7642,DRI13,OUT049
1240,2480.3105,FDY20,OUT027
1241,3253.9941,NCZ53,OUT035
1242,2475.9856,NCM31,OUT013
1243,3201.9963,DRB01,OUT017
1244,4201.6562,DRF37,OUT046
1245,2928.8384,NCF42,OUT049
1246,2110.2324,FDF16,OUT018
1247,794.97107,FDB41,OUT013
1248,4060.3716,FDR34,OUT013
1249,2133.3442,FDR15,OUT018
1250,285.8755,NCV42,OUT019
1251,3555.4849,FDW51,OUT035
1252,1558.8121,FDU36,OUT017
1253,1347.5479,FDX60,OUT049
1254,1936.5314,FDY03,OUT035
1255,3771.4663,FDW55,OUT045
1256,590.1378,FDT01,OUT010
1257,2495.8025,FDG58,OUT013
1258,4324.59,FDK21,OUT017
1259,575.29016,NCS41,OUT019
1260,3102.0667,FDS10,OUT045
1261,2657.733,NCT53,OUT046
1262,2859.9482,FDJ28,OUT018
1263,1304.5239,FDX44,OUT045
1264,459.0002,FDT20,OUT018
1265,1678.3748,FDO44,OUT017
1266,3483.6692,NCX17,OUT049
1267,1850.6761,FDY01,OUT017
1268,5645.249,FDJ12,OUT027
1269,423.07452,DRK35,OUT018
1270,418.00348,FDD47,OUT019
1271,1692.7297,NCM53,OUT035
1272,1383.1667,FDO45,OUT013
1273,281.6466,NCM42,OUT010
1274,3016.2546,FDE04,OUT046
1275,5954.778,NCI30,OUT027
1276,2859.9521,FDZ19,OUT013
1277,2952.5823,FDW57,OUT013
1278,1738.9644,FDA25,OUT013
1279,880.94257,FDT22,OUT046
1280,1917.9396,FDP51,OUT013
1281,3034.9944,FDD48,OUT027
1282,3347.8787,FDY39,OUT035
1283,609.7427,FDO48,OUT010
1284,5193.2305,FDD23,OUT027
1285,1046.4678,DRN35,OUT027
1286,3587.2817,FDT01,OUT035
1287,161.61578,FDC20,OUT010
1288,1030.9528,DRJ35,OUT035
1289,1509.6321,FDB32,OUT046
1290,2860.4229,FDL24,OUT046
1291,1898.5571,NCV42,OUT035
1292,1608.2504,FDZ46,OUT046
1293,2477.0667,FDC15,OUT013
1294,7.1175046,FDD08,OUT019
1295,1364.9845,FDY50,OUT049
1296,1951.9242,FDD36,OUT013
1297,1336.1674,FDG57,OUT027
1298,438.5885,FDL21,OUT018
1299,2679.9807,FDN16,OUT027
1300,1186.3142,FDJ09,OUT027
1301,359.50137,FDS01,OUT010
1302,4156.896,FDV33,OUT017
1303,1642.9224,DRE12,OUT017
1304,1518.6224,FDR07,OUT013
1305,510.243,FDP48,OUT010
1306,912.3231,NCB55,OUT035
1307,962.4557,FDQ08,OUT013
1308,4178.612,FDR34,OUT035
1309,1823.1676,FDO33,OUT046
1310,655.25995,FDP13,OUT045
1311,4052.3284,FDX12,OUT049
1312,2847.8823,NCT06,OUT049
1313,760.1948,FDR16,OUT019
1314,2838.5066,FDE36,OUT046
1315,3149.6455,FDZ36,OUT049
1316,1325.85,FDV13,OUT045
1317,687.8546,NCZ17,OUT035
1318,3177.0203,FDU56,OUT045
1319,2856.5845,FDM09,OUT035
1320,2949.7197,FDV02,OUT017
1321,1593.0199,FDS34,OUT018
1322,1555.4685,FDA11,OUT049
1323,3640.0332,FDP09,OUT017
1324,3043.7366,FDB29,OUT027
1325,3074.2192,FDT19,OUT017
1326,706.8176,DRH15,OUT017
1327,3715.899,FDY38,OUT046
1328,3797.5227,FDF14,OUT027
1329,240.095,FDN48,OUT010
1330,3938.0327,FDQ12,OUT013
1331,2818.4402,NCJ43,OUT045
1332,393.29843,FDE17,OUT019
1333,4080.615,FDB05,OUT035
1334,2309.5608,FDH10,OUT045
1335,750.4572,NCR06,OUT017
1336,1757.6151,FDU32,OUT018
1337,2901.9587,FDD56,OUT049
1338,2655.4639,FDO36,OUT018
1339,252.80441,FDH16,OUT010
1340,491.02997,FDX10,OUT018
1341,1420.966,FDZ37,OUT017
1342,628.3838,FDU31,OUT010
1343,2143.7302,DRC49,OUT049
1344,2435.6792,FDL15,OUT045
1345,547.46375,FDN32,OUT019
1346,1997.6316,DRH59,OUT027
1347,2513.0115,NCU29,OUT049
1348,691.1696,FDR37,OUT019
1349,2152.1128,FDS14,OUT018
1350,6134.5376,FDU02,OUT027
1351,3168.2864,FDJ08,OUT035
1352,3741.7314,NCZ06,OUT045
1353,1332.4617,FDO31,OUT049
1354,1451.0527,FDH31,OUT018
1355,2706.2097,FDS58,OUT017
1356,1343.4575,NCA53,OUT027
1357,3473.6667,FDF50,OUT046
1358,3750.8518,NCW42,OUT049
1359,2429.6304,NCQ17,OUT045
1360,4515.0996,FDK51,OUT018
1361,395.5863,NCW41,OUT010
1362,943.14233,NCR29,OUT017
1363,384.43143,FDB08,OUT019
1364,2382.1724,FDA40,OUT027
1365,2294.7275,FDL14,OUT018
1366,3452.5823,FDB47,OUT046
1367,4082.566,FDO03,OUT035
1368,529.00574,DRK13,OUT019
1369,302.3403,FDX13,OUT010
1370,3128.4487,FDF52,OUT046
1371,3148.9956,FDT11,OUT013
1372,2609.6255,FDB08,OUT013
1373,2308.2793,FDQ28,OUT018
1374,4121.6978,FDD29,OUT045
1375,5983.5254,NCQ29,OUT027
1376,1037.9266,NCO02,OUT013
1377,542.3093,FDR56,OUT010
1378,2086.625,NCM54,OUT049
1379,1926.0552,FDP51,OUT035
1380,1337.7806,FDT38,OUT013
1381,3542.9246,FDZ20,OUT018
1382,2015.9255,FDJ53,OUT013
1383,4194.4937,FDX13,OUT049
1384,3569.3755,FDP58,OUT035
1385,96.31745,NCK31,OUT019
1386,1768.8247,FDA35,OUT018
1387,2816.3987,FDV37,OUT018
1388,5603.882,NCO07,OUT027
1389,3075.9963,FDA20,OUT045
1390,2726.6526,FDZ59,OUT035
1391,685.83575,NCY17,OUT017
1392,2567.6719,FDQ28,OUT035
1393,2478.5378,FDV35,OUT017
1394,667.4188,FDQ36,OUT013
1395,2296.368,FDD34,OUT018
1396,4064.3975,FDK51,OUT045
1397,2869.217,FDV31,OUT035
1398,1594.3931,FDR04,OUT035
1399,898.8218,FDR14,OUT049
1400,461.1678,DRC36,OUT010
1401,310.7496,FDE39,OUT019
1402,1693.3136,FDP57,OUT049
1403,2124.7507,FDE57,OUT046
1404,1722.8485,NCN18,OUT046
1405,2119.5066,NCQ05,OUT018
1406,2090.6455,FDW47,OUT035
1407,2182.5942,FDV46,OUT035
1408,997.2409,NCP29,OUT045
1409,1514.125,FDE09,OUT018
1410,6131.115,NCU06,OUT027
1411,431.91772,FDT19,OUT010
1412,2531.1262,DRF15,OUT017
1413,2797.2092,DRI51,OUT013
1414,1676.3798,NCX54,OUT013
1415,3933.6567,DRE01,OUT013
1416,3031.4893,NCB07,OUT045
1417,1865.9753,FDU50,OUT035
1418,698.4515,FDG40,OUT035
1419,2531.9788,FDW10,OUT018
1420,3171.3906,FDX51,OUT013
1421,1005.92664,NCP17,OUT045
1422,3250.4158,FDP21,OUT035
1423,1583.6399,FDL04,OUT045
1424,2030.9384,FDV23,OUT013
1425,1263.7042,FDF24,OUT046
1426,3037.17,FDH56,OUT027
1427,1006.1027,FDB51,OUT049
1428,2588.0393,FDI58,OUT027
1429,782.4132,FDR20,OUT013
1430,1729.9999,FDC51,OUT018
1431,2386.113,FDB16,OUT027
1432,1008.13654,FDE40,OUT049
1433,739.81116,NCM17,OUT035
1434,3291.291,FDU56,OUT035
1435,384.506,FDS32,OUT019
1436,3814.9219,FDX02,OUT049
1437,3801.0703,FDT39,OUT027
1438,946.03217,FDE35,OUT017
1439,599.6961,NCI42,OUT019
1440,1599.0764,DRL23,OUT046
1441,1957.23,FDA10,OUT046
1442,1534.8737,FDA11,OUT013
1443,2418.8408,NCM06,OUT046
1444,4234.0894,NCT05,OUT035
1445,534.60205,NCQ02,OUT010
1446,2131.6184,NCY06,OUT049
1447,3883.2056,FDY56,OUT035
1448,1645.6952,FDL02,OUT035
1449,3000.1553,NCI06,OUT035
1450,2405.0176,FDQ14,OUT045
1451,4029.1917,FDQ12,OUT017
1452,783.56885,FDP36,OUT046
1453,6285.2085,FDK21,OUT027
1454,2481.97,FDO40,OUT045
1455,348.1482,NCK54,OUT019
1456,2582.1343,FDY09,OUT018
1457,4526.8223,NCW30,OUT049
1458,1053.7579,NCC55,OUT027
1459,1620.215,FDE58,OUT018
1460,3146.7205,FDR39,OUT013
1461,3118.9119,FDU28,OUT049
1462,4007.9312,FDH08,OUT017
1463,2619.442,FDG35,OUT045
1464,694.5543,FDG22,OUT049
1465,2565.8616,FDC34,OUT035
1466,3565.9238,FDP15,OUT018
1467,598.23645,FDK34,OUT010
1468,1981.9751,FDU45,OUT035
1469,1111.1609,FDQ04,OUT027
1470,3088.3809,FDX22,OUT018
1471,1627.2769,FDB45,OUT017
1472,5555.6445,NCH43,OUT027
1473,3704.6636,DRE60,OUT046
1474,6127.0635,FDD17,OUT027
1475,2142.4023,NCM54,OUT017
1476,2093.4636,NCH55,OUT013
1477,2803.4326,NCT06,OUT017
1478,5708.3877,FDA48,OUT027
1479,6238.192,FDY58,OUT027
1480,3433.666,FDO25,OUT045
1481,1495.6991,FDN50,OUT045
1482,2652.103,FDH35,OUT035
1483,3812.3381,FDK09,OUT045
1484,1342.069,FDO16,OUT013
1485,1031.7074,FDW11,OUT045
1486,3504.5505,FDU47,OUT027
1487,297.15805,NCQ42,OUT010
1488,2469.7175,FDK55,OUT027
1489,1926.72,FDN08,OUT049
1490,3923.007,FDT57,OUT045
1491,3133.575,FDJ12,OUT018
1492,900.76807,DRL59,OUT017
1493,789.9524,NCN53,OUT046
1494,56.460827,FDO51,OUT010
1495,3178.4106,FDK56,OUT017
1496,881.2814,FDY12,OUT035
1497,695.9479,FDU15,OUT035
1498,3907.6692,FDQ19,OUT046
1499,2411.3855,DRF15,OUT045
1500,255.47095,DRE25,OUT019
1501,1654.9545,FDK57,OUT018
1502,548.9812,FDD33,OUT010
1503,6201.975,FDR34,OUT027
1504,1993.7306,FDU04,OUT045
1505,146.30812,FDE35,OUT019
1506,2753.1753,NCD31,OUT035
1507,1645.6028,FDJ56,OUT035
1508,2657.733,NCU53,OUT046
1509,3751.5286,FDD39,OUT035
1510,296.07495,NCU17,OUT019
1511,1967.6284,FDJ20,OUT046
1512,2316.8965,NCW41,OUT018
1513,737.39166,FDL52,OUT035
1514,2223.3494,FDS39,OUT035
1515,2744.6,DRJ47,OUT045
1516,53.77242,FDP13,OUT010
1517,227.34322,DRK39,OUT010
1518,327.74075,FDF28,OUT010
1519,2019.414,FDB09,OUT045
1520,1480.9927,FDM51,OUT046
1521,633.37085,DRM49,OUT018
1522,2559.6577,DRF23,OUT013
1523,2916.7263,DRH01,OUT035
1524,2674.3088,FDH12,OUT027
1525,332.14374,FDA28,OUT019
1526,1265.9042,FDW37,OUT018
1527,1612.4209,FDF02,OUT046
1528,622.3025,DRL37,OUT046
1529,2083.025,NCF43,OUT046
1530,568.9162,FDH08,OUT010
1531,646.664,FDR34,OUT019
1532,3187.5554,NCK19,OUT049
1533,435.0406,NCD55,OUT018
1534,3771.411,FDT27,OUT049
1535,2431.9163,FDQ57,OUT045
1536,2652.0483,FDA47,OUT035
1537,1827.944,DRG15,OUT027
1538,2123.22,FDE05,OUT018
1539,1629.6447,FDN46,OUT046
1540,2583.0728,FDX27,OUT027
1541,1613.5189,FDT51,OUT045
1542,700.13745,FDU33,OUT013
1543,1752.6588,FDJ16,OUT027
1544,361.5865,FDD20,OUT019
