,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
787,3201.2915,NCE30,OUT018
788,711.5944,FDQ22,OUT035
789,1786.0403,FDY01,OUT045
790,2947.0176,FDS08,OUT017
791,3327.9666,FDG28,OUT018
792,611.9287,FDQ51,OUT018
793,4153.7437,FDB05,OUT017
794,1911.8318,FDO56,OUT049
795,1283.5662,FDE02,OUT018
796,3799.2168,FDN45,OUT017
797,792.0482,FDS09,OUT013
798,2656.5928,NCA54,OUT018
799,436.54654,FDP09,OUT010
800,1547.3048,FDC53,OUT045
801,3246.088,NCM55,OUT017
802,2443.8518,FDL09,OUT018
803,256.31888,FDA11,OUT019
804,1474.5171,FDA50,OUT045
805,3059.6943,FDC23,OUT017
806,2676.4585,FDE22,OUT049
807,3124.8918,FDD23,OUT046
808,2928.2805,NCA29,OUT049
809,2414.469,FDK38,OUT046
810,2037.4641,DRC13,OUT046
811,2971.5251,NCP43,OUT049
812,1668.1277,FDX28,OUT049
813,1435.5995,FDF08,OUT049
814,2422.0474,FDZ33,OUT046
815,2903.516,FDD10,OUT049
816,2707.3538,FDO58,OUT017
817,4039.521,FDI50,OUT017
818,2557.2854,FDO58,OUT045
819,3023.8267,FDX08,OUT013
820,15.717555,NCK17,OUT010
821,4268.462,FDF39,OUT035
822,297.10513,FDU45,OUT010
823,1687.262,NCJ18,OUT018
824,559.7102,DRC27,OUT019
825,1371.4059,DRC25,OUT035
826,2574.7532,FDU59,OUT035
827,3343.127,FDU28,OUT035
828,634.3276,NCP30,OUT046
829,745.5777,FDB39,OUT018
830,1357.3947,FDE41,OUT013
831,38.565105,DRH11,OUT010
832,3799.4429,FDA58,OUT045
833,1784.0898,FDU50,OUT046
834,2079.237,FDM34,OUT013
835,2685.9077,FDM44,OUT027
836,3021.046,FDR39,OUT045
837,2817.8752,FDM25,OUT045
838,2500.165,FDQ49,OUT049
839,714.7305,DRH25,OUT018
840,4652.3716,FDM09,OUT027
841,414.81796,FDL44,OUT019
842,407.26825,NCR42,OUT018
843,846.6302,DRL59,OUT046
844,2653.8015,FDX43,OUT013
845,523.5201,DRK47,OUT010
846,1758.4418,FDU48,OUT018
847,741.71265,FDY12,OUT045
848,1792.1095,NCN43,OUT018
849,2843.1025,NCM55,OUT018
850,3221.1912,FDQ21,OUT027
851,4201.739,FDX13,OUT035
852,6063.6914,NCK30,OUT027
853,2895.7378,FDG20,OUT049
854,702.13293,DRG27,OUT017
855,3894.9832,FDY14,OUT018
856,1630.4847,FDP59,OUT035
857,2895.0088,FDU60,OUT017
858,477.37674,NCC18,OUT019
859,3632.4866,DRJ39,OUT017
860,1919.2992,FDS07,OUT049
861,5680.257,FDM08,OUT027
862,1974.4822,FDP51,OUT045
863,1433.216,FDU16,OUT035
864,1661.4342,FDH12,OUT013
865,509.30823,DRE48,OUT010
866,6115.5,NCL42,OUT027
867,2811.6587,FDR21,OUT045
868,2182.374,NCW29,OUT035
869,4235.1743,FDO11,OUT013
870,2159.3533,NCM31,OUT049
871,373.52838,FDV35,OUT019
872,1047.1772,FDF58,OUT017
873,2767.2004,NCE43,OUT049
874,2561.522,FDA02,OUT035
875,34.119545,DRL37,OUT010
876,1220.579,FDR24,OUT018
877,1387.2528,FDW59,OUT049
878,758.9248,FDS22,OUT049
879,849.5849,FDW24,OUT017
880,1539.3835,FDU24,OUT035
881,5230.425,FDA21,OUT027
882,3040.0654,FDH58,OUT027
883,1379.2024,FDW36,OUT018
884,4694.3887,FDI45,OUT027
885,2938.7017,FDU01,OUT018
886,2708.3533,FDF35,OUT027
887,596.75366,FDU43,OUT019
888,268.84616,FDE24,OUT019
889,2680.909,FDK50,OUT049
890,1020.98517,FDG31,OUT045
891,1374.642,FDC60,OUT045
892,1413.4653,FDL36,OUT013
893,3191.776,FDP21,OUT013
894,1421.7817,FDW16,OUT045
895,3872.184,FDX02,OUT017
896,3848.3516,FDQ58,OUT027
897,1743.9641,FDT51,OUT046
898,1313.9332,FDD59,OUT049
899,1419.6686,NCM42,OUT018
900,446.7412,FDA57,OUT018
901,1902.8192,FDZ48,OUT035
902,2420.092,FDE46,OUT045
903,391.26483,NCZ30,OUT019
904,3222.853,FDB56,OUT017
905,2691.082,FDA25,OUT027
906,2093.6477,FDD20,OUT013
907,1513.7825,FDL25,OUT013
908,2926.506,NCO18,OUT049
909,712.3688,FDJ45,OUT017
910,2829.394,FDR12,OUT035
911,87.15927,NCF19,OUT010
912,2685.526,FDK25,OUT046
913,1846.0076,NCR17,OUT046
914,2433.4053,FDC52,OUT046
915,3073.916,NCA54,OUT017
916,609.3,FDR45,OUT010
917,1928.3181,NCM19,OUT049
918,5612.071,FDF39,OUT027
919,1545.0719,FDX23,OUT049
920,2715.3655,FDD58,OUT027
921,1661.2831,FDX28,OUT013
922,2688.6633,NCD31,OUT013
923,2174.1057,FDU57,OUT018
924,754.1277,FDI27,OUT046
925,1620.3403,NCM42,OUT046
926,2233.5444,FDD32,OUT027
927,3872.734,FDI34,OUT013
928,2118.4421,NCM29,OUT049
929,1628.8231,FDG46,OUT018
930,85.998795,DRC01,OUT010
931,6039.313,FDB15,OUT027
932,3834.1643,NCA17,OUT027
933,2460.5269,FDF10,OUT046
934,4785.3345,FDR26,OUT027
935,1873.0516,FDI02,OUT049
936,392.5171,NCM54,OUT010
937,2495.2275,FDF14,OUT013
938,358.0748,FDJ33,OUT010
939,4048.239,FDM20,OUT035
940,5280.811,FDC03,OUT027
941,1856.4199,NCX05,OUT046
942,2592.3096,NCM41,OUT027
943,348.3771,NCU29,OUT010
944,1427.6356,FDQ59,OUT017
945,264.26767,FDH46,OUT010
946,793.6915,FDH09,OUT013
947,736.4504,NCD06,OUT045
948,2400.6504,FDC15,OUT035
949,1208.9365,DRD37,OUT027
950,3825.1453,FDT28,OUT027
951,4108.7236,FDR28,OUT027
952,1421.562,FDT38,OUT017
953,2122.2576,FDV34,OUT027
954,1056.3425,FDY52,OUT035
955,1352.3887,FDB34,OUT013
956,1401.0034,DRL23,OUT018
957,2443.1301,DRB24,OUT046
958,879.24756,FDJ50,OUT046
959,2535.9934,FDQ49,OUT035
960,2099.8513,FDP20,OUT035
961,4119.972,FDV19,OUT027
962,3113.0383,NCR54,OUT045
963,746.3866,FDO09,OUT010
964,1879.0208,FDS57,OUT018
965,1895.0732,FDN10,OUT049
966,2082.735,FDV23,OUT049
967,3489.1692,FDY28,OUT049
968,2688.6633,DRG51,OUT013
969,256.31888,FDD45,OUT019
970,5292.7583,NCL18,OUT027
971,2103.8518,NCM29,OUT013
972,5301.7773,FDF17,OUT027
973,2719.0356,FDE22,OUT017
974,711.5944,FDQ22,OUT017
975,2988.4585,FDS01,OUT013
976,1063.5995,FDW35,OUT027
977,2012.5729,FDJ33,OUT046
978,2929.949,NCF54,OUT035
979,1675.6937,FDE09,OUT013
980,2505.9448,NCE06,OUT045
981,1286.1654,DRH49,OUT049
982,2691.906,FDY43,OUT045
983,4227.021,NCT05,OUT017
984,3093.4587,FDZ34,OUT045
985,1433.3278,FDL38,OUT017
986,3197.8198,FDZ31,OUT017
987,886.615,FDR14,OUT035
988,1300.1788,NCN54,OUT049
989,3318.7588,NCC42,OUT027
990,1670.4329,FDK08,OUT017
991,1580.0658,FDP59,OUT013
992,2623.7036,FDV22,OUT035
993,3910.9846,FDD33,OUT035
994,6280.57,DRE60,OUT027
995,3655.0403,FDK52,OUT046
996,2561.522,FDA02,OUT017
997,1701.7184,FDM56,OUT049
998,2240.8228,FDE57,OUT035
999,1348.6766,FDM32,OUT045
1000,3150.7004,NCQ30,OUT027
1001,2760.7317,FDQ27,OUT027
1002,3197.9849,FDT60,OUT027
1003,3886.9575,FDU43,OUT049
1004,1678.726,NCO55,OUT035
1005,3119.7195,FDG02,OUT045
1006,3226.0679,FDJ28,OUT013
1007,1635.3682,FDP40,OUT045
1008,3133.527,FDJ38,OUT045
1009,3933.2507,NCC54,OUT017
1010,2016.3248,NCZ41,OUT046
1011,396.7347,FDK38,OUT019
1012,2474.7866,FDU52,OUT013
1013,1162.4607,FDC40,OUT046
1014,1185.3298,NCR30,OUT017
1015,1834.9921,NCN18,OUT017
1016,1303.4976,FDB50,OUT035
1017,3226.0679,FDG04,OUT013
1018,2882.5327,FDR26,OUT035
1019,2897.164,NCT17,OUT018
1020,5851.204,FDX35,OUT027
1021,2029.0707,FDS12,OUT046
1022,3295.1155,NCZ29,OUT027
1023,370.561,FDB38,OUT010
1024,653.751,FDP12,OUT013
1025,790.456,FDP22,OUT046
1026,4096.7407,FDS26,OUT018
1027,3139.9028,FDR52,OUT046
1028,2617.1682,DRJ13,OUT046
1029,3309.7397,FDU48,OUT027
1030,986.1615,FDE29,OUT035
1031,2085.032,NCT29,OUT049
1032,3175.0627,DRK37,OUT018
1033,1309.456,FDK55,OUT046
1034,1065.0002,FDR07,OUT046
1035,5698.1323,FDO21,OUT027
1036,4406.6265,FDK46,OUT049
1037,1605.9648,FDB12,OUT045
1038,5102.693,FDT31,OUT027
1039,2000.1578,FDJ33,OUT045
1040,2846.1516,FDC26,OUT027
1041,3145.873,NCQ02,OUT045
1042,372.52774,FDP08,OUT010
1043,5692.204,FDB11,OUT027
1044,2472.7173,FDV55,OUT013
1045,2024.0961,FDW20,OUT049
1046,388.46268,NCJ18,OUT019
1047,1078.1362,FDC41,OUT018
1048,2693.4517,FDE14,OUT027
1049,2624.715,FDG35,OUT013
1050,976.1599,FDF45,OUT035
1051,2233.5444,FDS19,OUT027
1052,426.50198,FDS58,OUT019
1053,3637.5227,FDA26,OUT017
1054,1377.3857,FDM32,OUT049
1055,2073.5413,FDL45,OUT046
1056,2651.1838,FDZ55,OUT049
1057,2235.0781,FDY37,OUT049
1058,3131.6243,FDO46,OUT046
1059,1837.2219,FDQ60,OUT046
1060,1769.112,FDA19,OUT018
1061,2433.4475,FDL15,OUT046
1062,2960.449,FDM10,OUT018
1063,739.7839,NCL05,OUT017
1064,34.119545,DRK49,OUT010
1065,6113.7817,NCE18,OUT027
1066,669.9848,FDG40,OUT049
1067,3743.007,DRI59,OUT045
1068,4187.0356,FDK28,OUT035
1069,101.749756,NCD06,OUT019
1070,794.7559,FDO11,OUT019
1071,1853.0922,FDK27,OUT046
1072,1364.886,FDT43,OUT027
1073,1429.6045,FDD38,OUT018
1074,3592.9001,FDA16,OUT049
1075,3841.882,FDL14,OUT027
1076,709.60657,NCM17,OUT049
1077,2032.9448,FDD20,OUT045
1078,1350.6907,FDA40,OUT045
1079,1225.502,FDL43,OUT045
1080,1615.2866,FDV15,OUT045
1081,1389.5938,FDE52,OUT046
1082,234.67595,NCL17,OUT010
1083,3604.646,NCJ31,OUT045
1084,1234.6891,FDR60,OUT045
1085,1937.8464,NCA18,OUT035
1086,1787.146,FDS21,OUT027
1087,1342.1074,FDW09,OUT035
1088,2553.0913,FDL26,OUT035
1089,1268.6055,FDS47,OUT018
1090,3480.5583,FDC39,OUT046
1091,1835.7662,FDT51,OUT035
1092,4151.868,FDK40,OUT035
1093,3731.4805,NCG19,OUT045
1094,953.4047,FDZ07,OUT046
1095,2497.7441,FDF08,OUT027
1096,915.8702,FDO04,OUT013
1097,1260.696,FDK41,OUT018
1098,4137.5996,FDP15,OUT049
1099,1402.6768,NCD43,OUT018
1100,2503.559,NCP18,OUT013
1101,1485.5549,FDZ51,OUT046
1102,1682.1575,DRH13,OUT035
1103,580.3634,FDF38,OUT045
1104,721.5953,NCI43,OUT045
1105,1682.2587,FDM38,OUT027
1106,1067.9893,FDS03,OUT013
1107,2907.8247,DRJ47,OUT017
1108,275.68607,FDT50,OUT010
1109,2873.5845,FDV02,OUT046
1110,1780.9044,NCG18,OUT017
1111,2652.0586,FDW52,OUT046
1112,718.78986,FDS40,OUT035
1113,3212.8433,FDN31,OUT017
1114,2004.608,FDA37,OUT045
1115,4079.9695,FDA15,OUT046
1116,2937.6616,FDL39,OUT046
1117,2000.2648,FDJ53,OUT045
1118,3673.5078,FDX22,OUT013
1119,3912.0107,NCZ42,OUT045
1120,4652.3716,FDD56,OUT027
1121,3255.8137,FDD40,OUT017
1122,3660.6775,FDS50,OUT013
1123,3134.0754,NCN14,OUT013
1124,3190.3052,FDT15,OUT013
1125,2730.6216,NCS18,OUT027
1126,316.86734,NCO26,OUT010
1127,808.26166,FDF58,OUT018
1128,1362.3148,NCB19,OUT013
1129,2228.8713,FDH26,OUT017
1130,3848.3516,DRB24,OUT027
1131,1193.9489,FDA49,OUT018
1132,1516.9131,FDB32,OUT045
1133,3367.031,FDI36,OUT017
1134,340.48813,NCA17,OUT010
1135,2034.2324,FDH22,OUT013
1136,2128.3037,NCM26,OUT018
1137,5197.427,FDT15,OUT027
1138,1181.5164,FDB16,OUT018
1139,3218.4258,NCP54,OUT027
1140,1678.165,FDJ36,OUT013
1141,1804.705,FDO28,OUT045
1142,929.92535,FDU09,OUT013
1143,2182.5583,FDF29,OUT017
1144,2170.758,FDY08,OUT013
1145,359.52625,DRJ59,OUT018
1146,2233.5444,FDT23,OUT027
1147,412.7511,FDU15,OUT018
1148,1617.9744,FDT47,OUT013
1149,516.5807,FDI53,OUT019
1150,3593.485,FDR59,OUT018
1151,741.35645,FDD53,OUT035
1152,3607.244,FDY51,OUT017
1153,710.14856,FDT04,OUT049
1154,2803.7454,FDU51,OUT049
1155,2528.299,FDG14,OUT035
1156,3884.2234,NCU06,OUT045
1157,3146.691,DRG25,OUT046
1158,1421.1729,DRH49,OUT035
1159,2212.894,FDN15,OUT035
1160,1005.36505,FDL43,OUT018
1161,3207.8237,NCT18,OUT049
1162,4144.2866,NCB31,OUT013
1163,1897.6176,FDK57,OUT035
1164,406.06104,FDY04,OUT019
1165,2042.5948,NCP54,OUT046
1166,3918.2583,FDF41,OUT013
1167,1682.7058,FDM01,OUT045
1168,1645.4156,FDW03,OUT045
1169,2044.6292,FDF28,OUT045
1170,2270.9065,FDY37,OUT017
1171,3966.481,FDQ03,OUT017
1172,3042.826,FDP51,OUT027
1173,1902.1542,FDJ40,OUT017
1174,1506.0559,FDC32,OUT049
1175,2198.358,DRI49,OUT027
1176,939.4493,NCW54,OUT017
1177,715.6329,FDF09,OUT017
1178,3571.3098,FDP45,OUT018
1179,2881.1987,DRJ23,OUT018
1180,1911.1731,FDS59,OUT017
1181,2058.144,FDY08,OUT046
1182,2487.3079,FDX16,OUT049
1183,2878.2927,FDY16,OUT018
1184,2662.8486,FDK32,OUT035
1185,676.2962,FDQ22,OUT013
1186,2185.275,NCC31,OUT018
1187,2507.027,FDG58,OUT049
1188,3118.728,DRF48,OUT013
1189,1137.3964,DRH36,OUT049
1190,1249.8611,NCR30,OUT035
1191,596.75366,FDB03,OUT019
1192,3302.6594,FDZ28,OUT027
1193,3270.7087,FDR35,OUT017
1194,6085.43,DRD15,OUT027
1195,396.6953,FDJ33,OUT019
1196,370.92502,FDA56,OUT010
1197,744.1286,FDP56,OUT046
1198,739.6783,NCT30,OUT046
1199,1684.0951,FDK15,OUT017
1200,2218.385,FDH44,OUT018
1201,2465.1335,FDV01,OUT013
1202,2551.534,DRG03,OUT017
1203,2497.5642,FDG50,OUT027
1204,585.2068,FDR16,OUT010
1205,1610.8837,FDZ60,OUT046
1206,2433.6624,DRG03,OUT045
1207,3600.7563,FDS56,OUT018
1208,746.16296,FDU33,OUT045
1209,1711.5189,DRD27,OUT035
1210,3824.3608,FDW22,OUT046
1211,2571.7349,DRA24,OUT045
1212,645.2895,FDF38,OUT049
1213,2500.7021,FDX48,OUT013
1214,2322.5918,FDS58,OUT018
1215,1443.1766,FDC32,OUT046
1216,3974.494,NCQ29,OUT045
1217,1211.9348,DRK39,OUT018
1218,1888.7833,NCS38,OUT017
1219,1826.8875,DRO47,OUT013
1220,1068.8479,DRG27,OUT027
1221,5477.493,FDC57,OUT027
1222,2426.4978,FDS55,OUT046
1223,1697.6093,NCJ06,OUT018
1224,419.65952,FDO01,OUT019
1225,3113.0383,NCM55,OUT045
1226,2489.3792,FDC52,OUT049
1227,1245.5316,FDQ15,OUT045
1228,1362.1207,NCT30,OUT027
1229,1035.5021,NCR42,OUT027
1230,999.2602,FDD28,OUT035
1231,1666.8098,FDQ34,OUT049
1232,3393.7527,FDZ12,OUT027
1233,274.8586,DRE13,OUT019
1234,384.76917,NCN07,OUT019
1235,3052.8657,FDM28,OUT035
1236,2858.473,FDI10,OUT017
1237,2766.193,FDQ25,OUT013
1238,483.43143,FDA38,OUT010
1239,3585.2593,DRI13,OUT049
1240,2497.7441,FDY20,OUT027
1241,3252.1272,NCZ53,OUT035
1242,2451.8848,NCM31,OUT013
1243,3177.445,DRB01,OUT017
1244,4139.842,DRF37,OUT046
1245,2955.9548,NCF42,OUT049
1246,2110.9922,FDF16,OUT018
1247,805.6421,FDB41,OUT013
1248,4057.9446,FDR34,OUT013
1249,2192.177,FDR15,OUT018
1250,297.24622,NCV42,OUT019
1251,3503.843,FDW51,OUT035
1252,1576.7788,FDU36,OUT017
1253,1301.0204,FDX60,OUT049
1254,1930.1149,FDY03,OUT035
1255,3792.9768,FDW55,OUT045
1256,505.0082,FDT01,OUT010
1257,2492.4365,FDG58,OUT013
1258,4236.236,FDK21,OUT017
1259,517.8594,NCS41,OUT019
1260,3051.1152,FDS10,OUT045
1261,2657.791,NCT53,OUT046
1262,2875.9373,FDJ28,OUT018
1263,1298.1101,FDX44,OUT045
1264,447.1565,FDT20,OUT018
1265,1678.726,FDO44,OUT017
1266,3235.0696,NCX17,OUT049
1267,1841.1943,FDY01,OUT017
1268,5656.132,FDJ12,OUT027
1269,430.74515,DRK35,OUT018
1270,427.06012,FDD47,OUT019
1271,1716.3402,NCM53,OUT035
1272,1371.1805,FDO45,OUT013
1273,261.222,NCM42,OUT010
1274,2965.8171,FDE04,OUT046
1275,6102.0967,NCI30,OUT027
1276,2856.8845,FDZ19,OUT013
1277,2952.3193,FDW57,OUT013
1278,1747.8147,FDA25,OUT013
1279,893.162,FDT22,OUT046
1280,1912.2524,FDP51,OUT013
1281,3028.8174,FDD48,OUT027
1282,3303.438,FDY39,OUT035
1283,560.3108,FDO48,OUT010
1284,5197.427,FDD23,OUT027
1285,1035.5021,DRN35,OUT027
1286,3510.6682,FDT01,OUT035
1287,59.544136,FDC20,OUT010
1288,1035.2249,DRJ35,OUT035
1289,1505.0829,FDB32,OUT046
1290,2860.3596,FDL24,OUT046
1291,1951.313,NCV42,OUT035
1292,1617.5956,FDZ46,OUT046
1293,2392.546,FDC15,OUT013
1294,26.962843,FDD08,OUT019
1295,1356.9097,FDY50,OUT049
1296,1936.7493,FDD36,OUT013
1297,1362.1207,FDG57,OUT027
1298,437.13702,FDL21,OUT018
1299,2691.082,FDN16,OUT027
1300,1206.1713,FDJ09,OUT027
1301,381.57065,FDS01,OUT010
1302,4191.335,FDV33,OUT017
1303,1615.2468,DRE12,OUT017
1304,1113.2891,FDR07,OUT013
1305,498.13867,FDP48,OUT010
1306,944.1861,NCB55,OUT035
1307,975.5602,FDQ08,OUT013
1308,4159.174,FDR34,OUT035
1309,1802.6287,FDO33,OUT046
1310,652.2243,FDP13,OUT045
1311,4006.4102,FDX12,OUT049
1312,2813.7764,NCT06,OUT049
1313,654.7088,FDR16,OUT019
1314,2798.7058,FDE36,OUT046
1315,3153.3953,FDZ36,OUT049
1316,1331.6038,FDV13,OUT045
1317,666.9615,NCZ17,OUT035
1318,3170.3274,FDU56,OUT045
1319,2849.2583,FDM09,OUT035
1320,2979.041,FDV02,OUT017
1321,1624.2461,FDS34,OUT018
1322,1545.0745,FDA11,OUT049
1323,3773.4263,FDP09,OUT017
1324,3033.9917,FDB29,OUT027
1325,3025.5605,FDT19,OUT017
1326,702.13293,DRH15,OUT017
1327,3840.8242,FDY38,OUT046
1328,3834.3381,FDF14,OUT027
1329,241.7284,FDN48,OUT010
1330,3951.6746,FDQ12,OUT013
1331,2804.537,NCJ43,OUT045
1332,387.97778,FDE17,OUT019
1333,3994.953,FDB05,OUT035
1334,2366.309,FDH10,OUT045
1335,744.1218,NCR06,OUT017
1336,1765.3142,FDU32,OUT018
1337,2895.7378,FDD56,OUT049
1338,2613.9216,FDO36,OUT018
1339,247.09753,FDH16,OUT010
1340,521.32745,FDX10,OUT018
1341,1422.0172,FDZ37,OUT017
1342,590.7984,FDU31,OUT010
1343,2177.8047,DRC49,OUT049
1344,2421.0325,FDL15,OUT045
1345,550.6942,FDN32,OUT019
1346,1998.8994,DRH59,OUT027
1347,2509.818,NCU29,OUT049
1348,652.45685,FDR37,OUT019
1349,2190.4526,FDS14,OUT018
1350,6280.57,FDU02,OUT027
1351,3163.78,FDJ08,OUT035
1352,3777.1143,NCZ06,OUT045
1353,1303.8271,FDO31,OUT049
1354,1421.531,FDH31,OUT018
1355,2720.4727,FDS58,OUT017
1356,1364.886,NCA53,OUT027
1357,3324.3777,FDF50,OUT046
1358,3710.938,NCW42,OUT049
1359,2424.1887,NCQ17,OUT045
1360,4219.622,FDK51,OUT018
1361,358.77927,NCW41,OUT010
1362,988.51227,NCR29,OUT017
1363,391.61163,FDB08,OUT019
1364,2314.1663,FDA40,OUT027
1365,2218.4375,FDL14,OUT018
1366,3476.108,FDB47,OUT046
1367,4054.0774,FDO03,OUT035
1368,509.64557,DRK13,OUT019
1369,483.06073,FDX13,OUT010
1370,3101.4233,FDF52,OUT046
1371,3162.0508,FDT11,OUT013
1372,2632.7847,FDB08,OUT013
1373,2306.2856,FDQ28,OUT018
1374,4093.708,FDD29,OUT045
1375,6115.436,NCQ29,OUT027
1376,1054.3242,NCO02,OUT013
1377,517.7183,FDR56,OUT010
1378,2101.5386,NCM54,OUT049
1379,1913.6083,FDP51,OUT035
1380,1355.4313,FDT38,OUT013
1381,3580.9849,FDZ20,OUT018
1382,2011.263,FDJ53,OUT013
1383,4127.842,FDX13,OUT049
1384,3573.9993,FDP58,OUT035
1385,102.05774,NCK31,OUT019
1386,1776.4469,FDA35,OUT018
1387,2822.9417,FDV37,OUT018
1388,5470.7593,NCO07,OUT027
1389,3093.4587,FDA20,OUT045
1390,2729.9011,FDZ59,OUT035
1391,678.228,NCY17,OUT017
1392,2552.329,FDQ28,OUT035
1393,2465.694,FDV35,OUT017
1394,685.2416,FDQ36,OUT013
1395,2315.0479,FDD34,OUT018
1396,4547.7573,FDK51,OUT045
1397,2857.6777,FDV31,OUT035
1398,1588.4421,FDR04,OUT035
1399,892.1514,FDR14,OUT049
1400,477.23566,DRC36,OUT010
1401,382.2459,FDE39,OUT019
1402,1701.7184,FDP57,OUT049
1403,2135.3662,FDE57,OUT046
1404,1778.5986,NCN18,OUT046
1405,2118.41,NCQ05,OUT018
1406,2030.4037,FDW47,OUT035
1407,2164.254,FDV46,OUT035
1408,969.83734,NCP29,OUT045
1409,1568.13,FDE09,OUT018
1410,6085.43,NCU06,OUT027
1411,457.65594,FDT19,OUT010
1412,2527.137,DRF15,OUT017
1413,2778.1355,DRI51,OUT013
1414,1670.4531,NCX54,OUT013
1415,3894.2283,DRE01,OUT013
1416,3021.046,NCB07,OUT045
1417,1875.892,FDU50,OUT035
1418,716.0245,FDG40,OUT035
1419,2410.8186,FDW10,OUT018
1420,3187.9673,FDX51,OUT013
1421,1006.1302,NCP17,OUT045
1422,3257.3728,FDP21,OUT035
1423,1598.4686,FDL04,OUT045
1424,2037.1969,FDV23,OUT013
1425,1250.3053,FDF24,OUT046
1426,3033.9917,FDH56,OUT027
1427,988.1346,FDB51,OUT049
1428,2595.255,FDI58,OUT027
1429,786.38025,FDR20,OUT013
1430,1749.3254,FDC51,OUT018
1431,2298.6086,FDB16,OUT027
1432,1008.4289,FDE40,OUT049
1433,755.64624,NCM17,OUT035
1434,3327.1926,FDU56,OUT035
1435,376.32553,FDS32,OUT019
1436,3798.2874,FDX02,OUT049
1437,3840.9358,FDT39,OUT027
1438,989.30725,FDE35,OUT017
1439,710.6525,NCI42,OUT019
1440,1619.2052,DRL23,OUT046
1441,1985.3771,FDA10,OUT046
1442,1530.484,FDA11,OUT013
1443,2426.4978,NCM06,OUT046
1444,4227.021,NCT05,OUT035
1445,536.1037,NCQ02,OUT010
1446,2130.604,NCY06,OUT049
1447,3872.9792,FDY56,OUT035
1448,1668.072,FDL02,OUT035
1449,3012.475,NCI06,OUT035
1450,2409.6323,FDQ14,OUT045
1451,4040.1619,FDQ12,OUT017
1452,768.684,FDP36,OUT046
1453,6339.8374,FDK21,OUT027
1454,2470.6099,FDO40,OUT045
1455,367.42056,NCK54,OUT019
1456,2564.4536,FDY09,OUT018
1457,4362.337,NCW30,OUT049
1458,1038.2673,NCC55,OUT027
1459,1611.9264,FDE58,OUT018
1460,3101.2407,FDR39,OUT013
1461,3103.8843,FDU28,OUT049
1462,4016.7737,FDH08,OUT017
1463,2570.9167,FDG35,OUT045
1464,684.34674,FDG22,OUT049
1465,2566.3938,FDC34,OUT035
1466,3550.1123,FDP15,OUT018
1467,609.7548,FDK34,OUT010
1468,1976.2891,FDU45,OUT035
1469,1060.8342,FDQ04,OUT027
1470,3201.9773,FDX22,OUT018
1471,1612.7196,FDB45,OUT017
1472,5469.6533,NCH43,OUT027
1473,3691.887,DRE60,OUT046
1474,6115.5,FDD17,OUT027
1475,2175.0635,NCM54,OUT017
1476,2121.8306,NCH55,OUT013
1477,2759.5723,NCT06,OUT017
1478,5692.204,FDA48,OUT027
1479,6115.5,FDY58,OUT027
1480,3451.5132,FDO25,OUT045
1481,1498.8236,FDN50,OUT045
1482,2678.8516,FDH35,OUT035
1483,3791.3657,FDK09,OUT045
1484,1373.5199,FDO16,OUT013
1485,1020.98517,FDW11,OUT045
1486,3427.8032,FDU47,OUT027
1487,357.56073,NCQ42,OUT010
1488,2483.5508,FDK55,OUT027
1489,1907.2631,FDN08,OUT049
1490,3923.608,FDT57,OUT045
1491,3090.4795,FDJ12,OUT018
1492,900.73486,DRL59,OUT017
1493,769.4237,NCN53,OUT046
1494,43.83204,FDO51,OUT010
1495,3172.9946,FDK56,OUT017
1496,875.3594,FDY12,OUT035
1497,705.5713,FDU15,OUT035
1498,3946.9128,FDQ19,OUT046
1499,2409.2654,DRF15,OUT045
1500,256.31888,DRE25,OUT019
1501,1627.9382,FDK57,OUT018
1502,557.721,FDD33,OUT010
1503,6128.9126,FDR34,OUT027
1504,2006.7914,FDU04,OUT045
1505,134.37747,FDE35,OUT019
1506,2745.831,NCD31,OUT035
1507,1633.8828,FDJ56,OUT035
1508,2657.791,NCU53,OUT046
1509,3655.6868,FDD39,OUT035
1510,269.1456,NCU17,OUT019
1511,1999.8264,FDJ20,OUT046
1512,2218.116,NCW41,OUT018
1513,756.4412,FDL52,OUT035
1514,2241.4646,FDS39,OUT035
1515,2721.8647,DRJ47,OUT045
1516,43.83204,FDP13,OUT010
1517,266.39026,DRK39,OUT010
1518,390.4599,FDF28,OUT010
1519,2040.6853,FDB09,OUT045
1520,1438.7687,FDM51,OUT046
1521,681.1934,DRM49,OUT018
1522,2615.9766,DRF23,OUT013
1523,2929.9778,DRH01,OUT035
1524,2683.538,FDH12,OUT027
1525,396.6953,FDA28,OUT019
1526,1240.6499,FDW37,OUT018
1527,1622.3325,FDF02,OUT046
1528,635.90015,DRL37,OUT046
1529,2114.9253,NCF43,OUT046
1530,603.63416,FDH08,OUT010
1531,678.2209,FDR34,OUT019
1532,3183.7937,NCK19,OUT049
1533,430.53918,NCD55,OUT018
1534,3913.5981,FDT27,OUT049
1535,2434.5237,FDQ57,OUT045
1536,2664.883,FDA47,OUT035
1537,1776.837,DRG15,OUT027
1538,2125.312,FDE05,OUT018
1539,1632.0449,FDN46,OUT046
1540,2595.255,FDX27,OUT027
1541,1731.5491,FDT51,OUT045
1542,710.57355,FDU33,OUT013
1543,1746.7438,FDJ16,OUT027
1544,402.68686,FDD20,OUT019
1545,677.9985,FDT36,OUT049
